0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1.0,-2.834123861886796,0.0,0.691311511399028,-2.2360481432645303,0.7282283534387451,1.906018552047305,0.889652835058884,1.7390803618003539,0.9221171358126704,1.6787381210169063,0.8986335473082777,1.7122391197040034,0.9289570384542476,-2.140234331225998,0.9904788748944159,1.987612943826413,0.9677456413195293,1.9707387320122356,0.9902534817245764,-1.863055382690694,1.0410243269046273,-1.9810879985659384,1.0067570531592582,-1.7849378412569212,1.0137814930816125,-1.8801428014227268,0.859785389671083,1.8973758766648943,1.0494907010937402,-1.8733390647957613,1.090318775585292,1.9021746602918848,1.2128095391175409,2.172426568392773
1.0,0.3528427297931354,0.0,0.691311511399028,0.5324271941112325,0.7282283534387451,0.7822225883440402,0.889652835058884,1.215160000673683,0.9221171358126704,1.6787381210169063,0.8986335473082777,1.7122391197040034,0.9289570384542476,1.8046774575668505,0.9904788748944159,1.4939372517710654,0.9677456413195293,1.9707387320122356,0.9902534817245764,1.9244294094706444,0.6248684474105549,1.9012337699974973,0.8367103072955033,1.9671589583433364,0.40747516393251554,2.0832589302683053,-0.3132018191467627,1.8973758766648943,-0.4680363557278124,2.077649182477396,-0.9016428491046744,1.9021746602918848,-2.2395208143774585,2.172426568392773
1.0,0.3528427297931354,0.0,0.4591576101199224,-0.4968548711118097,0.7282283534387451,0.5151652981560849,0.5312803969892436,0.17288279429866063,0.6316076180219616,-0.26923288973919124,0.7297039884657719,-0.3837785133745643,0.68834451574662,0.3253355367695322,0.6479971521002966,0.3757419517264983,0.46998508333710937,1.1301257142844325,0.5262406178817007,0.7703070436032413,0.6038096429179048,0.49534799955646297,1.0067570531592582,0.7453073960375105,0.27261091543808236,1.1328153780001373,0.2862764278603786,1.0493883801676378,0.7244971569729652,1.2594785362320706,0.12337644274822845,1.3389632118883128,0.30607866737019807,1.1665082396324444
1.0,0.3528427297931354,0.0,0.684264513968153,0.13778434352532465,0.7282283534387451,-0.3069479560535257,0.8450726641812093,-0.15100300115419837,0.8463828589472905,-0.3435298318703896,0.8856444708711182,-0.14059770027048468,0.7554566734276157,0.03629185000468017,0.900794931016555,-0.05708765009170234,0.7868520125482993,0.1943791263144908,0.7676810704038791,0.19413591959569773,0.7416535357927823,0.18971221832630653,0.7385059710142912,0.3620494684423421,0.6937445861625016,0.3673437845499897,0.46988516335676667,0.3313778830265736,0.6940210358399056,0.4059663001148868,0.7020415492952942,0.2737677934456384,0.659718743716587,0.2406198641261023
1.0,0.3528427297931354,0.0,0.691311511399028,0.6188918819401674,0.7282283534387451,-0.22578369981485183,0.889652835058884,-0.048921208069762454,0.9221171358126704,-0.3020237385371345,0.8764841304636452,0.3710466914653549,0.9289570384542476,-0.05951033278615415,0.9904788748944159,-0.07618973943539693,0.8990477660378094,-0.5194823992965809,0.7399235870404098,-0.13346257750229717,1.0410243269046273,0.04063106241347059,1.0056565864372577,0.6046975684724908,1.0137814930816125,-0.6724150257418355,0.7916611345764066,0.04465964728158009,0.8239742112129804,0.5636304861223221,0.9982985325157768,-0.4613299703664455,0.8388989201818673,-0.1840987684514334
1.0,0.3528427297931354,0.0,0.4354558779157966,0.0900258697425555,0.3403538664590081,0.12003330360443716,0.8694705831905535,0.36840063802247774,0.7167112845921377,-0.5639779056388854,0.694637060343413,-0.3382775744598836,0.7737053303466855,-0.6948975500480743,0.8263888670045493,0.260093370140605,0.7841849185667736,-0.12064090186966596,0.741220965085673,0.011920026244815763,1.0065022309948495,-0.7003876935522324,0.661079103439507,-0.3797963502906228,0.7851396259403763,-0.08061969617438912,0.5931965241541857,0.03135006057295213,0.688303572578762,0.02114004483048128,0.6818962102094375,0.3877001021263762,0.9889390020892185,0.1786597741171173
1.0,-2.834123861886796,0.0,-1.2937581874389852,-0.006427518485390114,-1.2059218758408845,-0.27992963644377594,0.889652835058884,-2.137934187551562,-1.0257809317125317,-0.39139122228758955,-2.6796244243609855,-2.3072784522642547,-0.6960346729500041,-0.16777843682957388,-0.5590018417237782,-0.17081523060235407,0.9677456413195293,1.9707387320122356,-2.2131490991720466,-1.863055382690694,-0.5889141013190622,-0.039927114284220716,-0.6357305916176649,0.09111055854320753,1.0137814930816125,2.0832589302683053,0.859785389671083,1.8973758766648943,-0.6521352694846931,0.10215505884081737,1.090318775585292,1.9021746602918848,-0.6905277932096339,-0.023182574377779607
1.0,0.3528427297931354,0.0,0.014581400368160875,-1.4083906711402654,-1.2059218758408845,-0.27992963644377594,-1.1469013393438015,-0.19942691287560382,0.4794183420062178,1.6787381210169063,0.8986335473082777,-0.8608550539914768,-0.6960346729500041,-0.16777843682957388,-0.5590018417237782,-0.17081523060235407,0.35546168419099505,-0.4820885106572865,0.7354388234271547,-1.863055382690694,1.0410243269046273,-1.9810879985659384,-0.6357305916176649,0.09111055854320753,-0.7003040241328419,0.10155806442278915,0.859785389671083,-1.619310685575701,-0.8712876782354896,-1.7386498754462192,-0.6068454270984998,-0.034790805208586725,-0.6905277932096339,-0.023182574377779607
1.0,0.3528427297931354,0.0,-1.2937581874389852,-0.006427518485390114,-1.2059218758408845,-0.27992963644377594,-1.1469013393438015,-0.19942691287560382,-2.6814942891089535,-2.4615205655920853,-0.8904954385263538,-0.29751966628012544,0.9289570384542476,-2.140234331225998,-0.5590018417237782,-0.17081523060235407,-2.2650955484084694,-2.0264701016910607,-2.2131490991720466,-1.863055382690694,1.0410243269046273,-1.9810879985659384,-1.6212231784838187,-1.7849378412569212,1.0137814930816125,2.0832589302683053,-2.9396711130994917,-0.2785783536285043,1.0494907010937402,-1.8733390647957613,-0.6068454270984998,1.9021746602918848,-0.6905277932096339,-0.023182574377779607
1.0,0.3528427297931354,0.0,0.5411608393789207,0.8168376010080596,0.1862020931854216,1.2156961141218217,-0.5501298696185826,1.6242819609940435,-1.242153449053231,1.192816660263042,-1.455949654499389,1.5605626241257813,-1.7785391514190603,1.3858461729507139,-1.986770848051613,0.7425020671254344,-2.1732020375904515,0.16370054851581803,-2.2131490991720466,0.09111633324890935,-1.6716984985723415,-1.3264897251684578,-1.3914391569795272,-1.375471517516545,-0.9314655969843832,-1.6439636922312584,-0.6644615728279023,-1.45970444278368,0.18002789516698392,-1.28557029819017,0.579234747589095,-0.9267246627622439,0.7572647819983548,-0.31287124467492633
