0,1,2,3,4,5,6,7
1.0,1.0278896646508286,-1.0019880146534683,0.08433389455986724,0.39345338623408993,0.27118504682008254,1.1080473255252046,-0.627140268433979
1.0,0.1730704657668901,0.8520120271724494,-0.32305109417549566,-0.3547213356322796,-0.10676697009769175,0.2652595693496721,-1.0752880763758328
1.0,-1.0416938867749124,-1.1658745857254982,-0.19279213421767805,-1.0341015017971464,-0.3243813574643131,2.4704410603605993,-0.9010125667008367
1.0,-0.45659142989271423,0.28517546003855904,1.948610420070805,-0.5888182649550963,1.0248309867483707,-0.5093276427022845,-0.05727310519681311
1.0,-0.8160110345783137,-0.14689040993939825,-0.17747766891281444,2.0124601677284515,0.24920843668319623,0.13993894064975057,-0.030333718462674457
1.0,-0.45330173715081434,0.11107287815072397,0.1413715684359821,-1.061300231193412,1.8330044582330247,-1.3141965503474133,2.0243258066699603
1.0,-0.41209172406737044,2.380304933332805,-1.1618789268584142,-0.04109460216591537,0.14034663225954738,-0.23522493008589573,-2.176483186578222
1.0,-0.7650217731752735,0.7040864571180607,-0.8155948917497579,-0.0012727715437839877,0.24719951922673522,-1.3265902371031426,-0.6659007438931133
1.0,-0.6724239526923009,0.8424798358600266,-0.2995345760695511,0.5908773301824367,0.9840262410947823,-0.4523601316318544,-1.4309503565227877
1.0,1.1244182064417683,2.300801736096592,0.42179705812543217,-0.6158907350467753,0.7977553687071577,-1.1604849254744294,1.6682033243757672
1.0,1.6740291477293743,-1.1005661174199846,-2.0971127399015077,1.7428667943866318,0.9598438235941048,0.025722985316376856,0.16915460031196514
1.0,-0.14664462167569708,-1.0366316278608796,-0.8821430723992539,-0.4083146953754945,-1.0522580152815206,0.3225150803616932,-2.2179413192566937
1.0,-0.5104819697403975,-0.08550063875581781,-2.1600783595085846,-1.6615753926528205,-0.2175812017639913,2.9807271669435913,-0.9724686215115699
1.0,-0.454683557817194,1.2909280536387928,0.664251009147014,-0.8480394359282709,0.8728813389665632,-0.6686894043155028,-1.3707548831044358
1.0,0.151902319004346,-2.198832933118523,2.2238760748073783,0.3670606034769464,0.5443224020161056,0.47867379147787886,-0.41681894923000773
1.0,0.4873887454674339,0.2759005759177265,-0.19581569548743027,-0.5767491986317436,-0.3008116390073796,1.3862542957413697,0.59184499518098
1.0,-0.6580447475161603,0.3997065630650366,0.6587159427172302,-1.000271650503486,1.538374616204374,-0.6603527142717455,-2.144799441066947
1.0,-0.4806365841321749,-1.1964267571850724,1.8377839685955282,0.4066347264632829,1.0341658999475172,0.13601996671458794,-1.0783104940536814
1.0,0.3105129748785467,-0.34763085742662664,0.03469408298341738,1.5688126802896454,-0.20371310662824008,-1.6191879932643294,0.09045121596848645
1.0,-1.6277620366659171,0.39974989013933304,0.4136424326365613,-1.1816277993778583,0.2457069799316937,2.171909811549167,0.4977602649244307
1.0,-0.6228977024363289,0.0948897200327193,0.9324982518130903,-1.0206913294433786,0.23953446326353559,0.20321430737943913,-1.5119241294575925
1.0,0.8746908185889835,-0.7628162347955888,0.06455563980441413,0.9182662384148897,1.2690078436748458,-1.5528712703937655,0.9127845227270823
1.0,-0.19892406838472831,0.27978796241224496,1.079438821502465,-0.49688863190582083,-0.49944233540410904,0.40782817353863615,-0.5893965271950429
1.0,1.6376071693360248,0.42155241100327284,-0.23266769819187863,1.0798896391160868,-0.6980837879016005,-0.6265293486696946,0.22132317162936777
1.0,0.9564381989623676,0.5551925179231558,-2.0661730956031557,-0.27158260088979763,-2.335042615734141,0.541602810039923,-0.1760232947498628
1.0,0.9517777868683446,1.06609754349693,-1.086914585716948,0.3196926546419988,-0.294962758414667,-0.5901520990564644,-0.18161666573306984
1.0,1.9699140539164701,-0.510437333085914,-2.2761233512332786,-1.45116182839064,0.945623603712375,0.030997897874366773,-0.3221357503356694
1.0,1.0146887470588473,-0.37969496461666996,0.5086321661424437,-0.328147032677606,-1.0806910017911202,-1.2659376391613406,-1.197681249116556
1.0,-0.8483588161212411,0.4026358683573097,0.4114481773395,0.39862690528214906,0.5476148930686915,0.38331503615540113,1.3985460549605844
1.0,-0.5613396823842858,-0.767632957131694,0.9965837420995866,0.12007288179519944,-0.07782733711226138,0.6370380965240148,-0.49020848486015306
1.0,0.8596355972997378,-0.13284550821006194,-0.21803158143240658,-0.15902608628206838,-1.2433216422416327,-0.7030767000198239,-0.876035890496683
1.0,0.9960197503539764,-1.301570266830767,-0.5843712971207918,0.6725570815292243,-0.14405090732656975,-0.47776806860434395,-0.07330565920658998
1.0,0.3296670622021646,-1.6954767095910321,-0.14157213506382582,0.685755341791376,-0.5181818142773994,0.1844066413904061,1.6405672869360919
1.0,1.5832068707226652,-1.0001888090407525,-2.1076546770962694,1.1417593792496938,0.2955008854767907,0.08252952483919966,-1.2196026706289813
1.0,-0.4791043730645394,-0.5552985187660424,0.9361917108169593,0.6079317375029267,1.4628941403774565,-0.2986458810352753,-1.1702928401181356
1.0,0.5158283132152037,-0.349886599283239,0.13765972308309132,0.2353947677498327,-0.9868369241322591,0.515296711056143,0.3494755567016534
1.0,-0.21093606529346368,-0.21327906114543663,0.30013136948483404,-0.1947846928605677,-1.6576296339627223,0.9037697202675437,0.41566918588700874
1.0,0.3633144617978818,-1.3829509599963137,0.7947151633189058,-0.9681385801188144,-0.9343922028932293,1.9702536811826374,-0.4632467050823969
1.0,0.4533944160606684,0.504034586594827,-0.15428523982869802,0.34270261261189566,-1.4878368442113452,-0.5731777234317994,0.014723758921689608
1.0,1.239718761608006,-0.048758605471526016,0.7726939715368825,1.6912364473521468,-1.3374855007736453,-2.24743866693359,-0.1092600677134646
1.0,-2.2572781566695657,-1.1347127687790073,0.4089668452401946,0.20772721403737304,-0.075521727612764,2.305191016623361,0.09246781403823814
1.0,-2.264577789822409,1.1033913847202554,1.470648582821552,0.4192253064176455,1.1894308334416026,-1.2779151554050867,-0.4961263652928908
1.0,0.838475383751025,0.39464351700348077,-0.2707167640455458,1.0492724753540237,-0.9967114859031275,-0.6038675211130576,0.8181605785910578
